online, offline, total 
336.0, 1138.0, 1474.0 
336.0, 1138.0, 1474.0 
336.0, 1138.0, 1474.0 
336.0, 1138.0, 1474.0 
336.0, 1138.0, 1474.0 
336.0, 1138.0, 1474.0 
336.0, 1138.0, 1474.0 
336.0, 1138.0, 1474.0 
336.0, 1138.0, 1474.0 
336.0, 1138.0, 1474.0 
