online, offline, cpu 
1.57401, 962.533, 448.972  
1.57033, 964.744, 452.079  
1.56039, 965.173, 451.351  
1.56334, 971.682, 460.627  
1.54799, 970.981, 437.292  
1.587, 946.723, 435.403  
1.55566, 967.449, 438.635  
1.58487, 967.799, 450.289  
1.56019, 961.417, 447.302  
1.55947, 967.751, 457.75  
