online, offline, cpu 
1.67018, 7.38098, 2.27112  
1.69776, 7.37551, 2.28124  
1.69186, 7.434, 2.4035  
1.66086, 7.3917, 2.28387  
1.67515, 7.36815, 2.30454  
1.67983, 7.41031, 2.37234  
1.67891, 7.39463, 2.29509  
1.69229, 7.39227, 2.89776  
1.68373, 7.40874, 2.29981  
1.6887, 7.43296, 2.38181  
