online, offline, cpu 
1.21265, 6.32101, 4.98735  
1.89367, 6.22442, 5.77031  
1.56907, 6.84822, 5.78999  
1.23301, 6.86621, 5.14103  
1.22606, 6.67725, 4.9188  
1.31085, 6.08219, 5.15942  
1.21455, 7.38481, 5.66303  
1.73128, 7.16706, 6.47074  
1.48242, 6.11742, 5.172  
1.84616, 6.36819, 5.90606  
