online, offline, total 
336.0, 132.0, 468.0 
336.0, 132.0, 468.0 
336.0, 132.0, 468.0 
336.0, 132.0, 468.0 
336.0, 132.0, 468.0 
336.0, 132.0, 468.0 
336.0, 132.0, 468.0 
336.0, 132.0, 468.0 
336.0, 132.0, 468.0 
336.0, 132.0, 468.0 
