online, offline, global 
0.186456, 3.80762, 7.86453 
0.186456, 3.8076, 7.86452 
0.186456, 3.80758, 7.8645 
0.186456, 3.80758, 7.8645 
0.186456, 3.80756, 7.86449 
0.186456, 3.80761, 7.86462 
0.186456, 3.80763, 7.86453 
0.186456, 3.80763, 7.8646 
0.186456, 3.80766, 7.86456 
0.186456, 3.80758, 7.86445 
